dln_tau2,n_partitions,median_perm_tau2,mean_perm_tau2,min_perm_tau2,pct_5_perm_tau2,p_value,percentile_rank
0.0105,9330,0.0371,0.0345,0.0026,0.0143,0.0249,97.5
