analysis,k,n_groups,stirling_number,dln_tau2,median_perm_tau2,mean_perm_tau2,min_perm_tau2,pct_5_perm_tau2,p_value,percentile_rank
interoception,8,3,966,0.02053,0.142665,0.133615,0.017713,0.057755,0.0021,99.8
